signal_id,symbol,direction,scenario_id,scenario_name,entry_price,stop_loss,take_profit,issued_at_tehran,status,outcome,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source,telegram_message_id,initial_sl,trail_activate,trail_lock,sl_pct,leverage,margin_usd,position_usd,max_hold_candles
20260912-071308-001,BTC-USDT,SHORT,S3,کرونوس (Cronus),77255.40000000,80345.61600000,0.00000000,2026-09-12 07:13:08,OPEN,,,,,,10.00,,titan_signal,7940,80345.61600000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260912-071310-002,ETH-USDT,LONG,S3,کرونوس (Cronus),2512.31000000,2411.81760000,0.00000000,2026-09-12 07:13:10,CLOSED,TRAIL_STOP,2026-09-12 10:44:43,2521.76900000,0.200000,0.176506,10.00,0.376506,titan_signal,7941,2411.81760000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260912-071315-003,XRP-USDT,LONG,S3,کرونوس (Cronus),1.36339000,1.30885440,0.00000000,2026-09-12 07:13:15,CLOSED,TRAIL_STOP,2026-09-12 11:47:15,1.36932100,0.200000,0.235019,10.00,0.435019,titan_signal,7942,1.30885440,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260912-071316-004,XRP-USDT,LONG,B1,هایپریون (Hyperion),1.36339000,1.30885440,0.00000000,2026-09-12 07:13:16,CLOSED,TRAIL_STOP,2026-09-12 11:47:16,1.36932100,0.200000,0.235019,10.00,0.435019,titan_signal,7943,1.30885440,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260912-071318-005,XAUT-USDT,SHORT,S3,کرونوس (Cronus),4350.32000000,4524.33280000,0.00000000,2026-09-12 07:13:18,OPEN,,,,,,10.00,,titan_signal,7944,4524.33280000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260912-071319-006,LTC-USDT,LONG,S3,کرونوس (Cronus),53.93000000,51.77280000,0.00000000,2026-09-12 07:13:19,CLOSED,TRAIL_STOP,2026-09-12 11:47:16,54.11900000,0.200000,0.150454,10.00,0.350454,titan_signal,7945,51.77280000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260912-071320-007,LTC-USDT,LONG,B1,هایپریون (Hyperion),53.93000000,51.77280000,0.00000000,2026-09-12 07:13:20,CLOSED,TRAIL_STOP,2026-09-12 11:47:16,54.11900000,0.200000,0.150454,10.00,0.350454,titan_signal,7946,51.77280000,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260912-071325-008,SUI-USDT,SHORT,S3,کرونوس (Cronus),0.72580000,0.75483200,0.00000000,2026-09-12 07:13:25,CLOSED,TRAIL_STOP,2026-09-12 08:13:18,0.72247000,0.200000,0.258804,10.00,0.458804,titan_signal,7947,0.75483200,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260912-071327-009,NEAR-USDT,SHORT,S3,کرونوس (Cronus),2.37570000,2.47072800,0.00000000,2026-09-12 07:13:27,CLOSED,TRAIL_STOP,2026-09-12 07:46:51,2.36796000,0.200000,0.125799,10.00,0.325799,titan_signal,7948,2.47072800,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260912-071328-010,DOT-USDT,SHORT,S3,کرونوس (Cronus),1.04720000,1.08908800,0.00000000,2026-09-12 07:13:28,CLOSED,TRAIL_STOP,2026-09-12 09:12:06,1.04243000,0.200000,0.255500,10.00,0.455500,titan_signal,7949,1.08908800,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260912-071332-011,LINK-USDT,SHORT,S3,کرونوس (Cronus),11.48350000,11.94284000,0.00000000,2026-09-12 07:13:32,OPEN,,,,,,10.00,,titan_signal,7950,11.94284000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260912-071337-012,TIA-USDT,SHORT,S3,کرونوس (Cronus),0.35800000,0.37232000,0.00000000,2026-09-12 07:13:37,CLOSED,TRAIL_STOP,2026-09-12 09:12:07,0.35656000,0.200000,0.202235,10.00,0.402235,titan_signal,7951,0.37232000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260912-071338-013,POL-USDT,LONG,S3,کرونوس (Cronus),0.09650000,0.09264000,0.00000000,2026-09-12 07:13:38,CLOSED,TRAIL_STOP,2026-09-12 09:51:02,0.09695000,0.200000,0.266321,10.00,0.466321,titan_signal,7952,0.09264000,0.003000,0.9000,0.0400,10,10.00,100.00,120
